(2.413312411078811, 4.095357274933905, 60.1364116930604):(0.66, 1.0, 1.0)
(4.199452795292437, 4.071693455521762, 59.78893050621748):(0.66, 1.0, 1.0)
(4.263761313788593, 4.632495733255893, 60.7045099704504):(0.66, 1.0, 1.0)
(2.4336778801459817, 4.627869624198973, 60.643891544651986):(0.66, 1.0, 1.0)
(2.57434183780998, 4.089692777311802, 60.05323266236782):(0.66, 1.0, 1.0)
(3.9321783252067863, 4.633340523952991, 60.71558142186404):(0.66, 1.0, 1.0)
(2.4061206902746113, 4.4113623817272485, 59.95720342651606):(0.66, 1.0, 1.0)
(2.7405720072701576, 4.092473840019852, 60.09407359929085):(0.66, 1.0, 1.0)
(3.762257476388663, 4.6287384679645305, 60.65527744593621):(0.66, 1.0, 1.0)
(2.9045447082564237, 4.091760167878866, 60.083593501365186):(0.66, 1.0, 1.0)
(4.195313027546555, 4.231162072774023, 59.72998758196831):(0.66, 1.0, 1.0)
(3.5930816860325634, 4.624670566093922, 60.60197115294933):(0.66, 1.0, 1.0)
(3.0614857000097633, 4.081748224797845, 59.93657645366192):(0.66, 1.0, 1.0)
(3.4264945338368418, 4.623702283423394, 60.58928051936626):(0.66, 1.0, 1.0)
(2.401287930160016, 4.2387270561344925, 59.83677851264477):(0.66, 1.0, 1.0)
(3.3840526012107732, 4.075089338126034, 59.838796623754504):(0.66, 1.0, 1.0)
(3.0919580044463277, 4.619418783926964, 60.53314887082577):(0.66, 1.0, 1.0)
(3.550168078600615, 4.077771255259216, 59.87817795008421):(0.66, 1.0, 1.0)
(4.211242025468499, 4.41133099540621, 59.956776337885856):(0.66, 1.0, 1.0)
(2.9241931318864225, 4.616129086820036, 60.49004107886553):(0.66, 1.0, 1.0)
(3.7133306018419563, 4.076974277368933, 59.86647759892941):(0.66, 1.0, 1.0)
(2.7610619949661195, 4.620198748671264, 60.54337083826065):(0.66, 1.0, 1.0)
(3.8759246513433756, 4.075646958652139, 59.8469864002347):(0.66, 1.0, 1.0)
(2.594248685260862, 4.618232850319893, 60.51760941528082):(0.66, 1.0, 1.0)
(12.392068124228716, 3.8603145032435657, 59.058641801548006):(0.0, 1.0, 1.0)
(14.161581971535087, 3.8579760756611825, 59.022864915525915):(0.0, 1.0, 1.0)
(14.28988807861805, 4.381962785477937, 59.55761742678881):(0.0, 1.0, 1.0)
(12.524995940417051, 4.3918612098090355, 59.69215503858328):(0.0, 1.0, 1.0)
(12.54768443723619, 3.858460363661498, 59.03027560725212):(0.0, 1.0, 1.0)
(13.96719211217165, 4.383006453984976, 59.5718052172184):(0.0, 1.0, 1.0)
(12.432340000751616, 4.197200900090486, 59.250568861365316):(0.0, 1.0, 1.0)
(12.712404543325306, 3.8594174997881057, 59.04491864600182):(0.0, 1.0, 1.0)
(13.798334878307582, 4.381162580956519, 59.5467430932045):(0.0, 1.0, 1.0)
(12.870664347222448, 3.858414017505199, 59.02956692172289):(0.0, 1.0, 1.0)
(14.148139239567518, 4.015707885372639, 58.96683651918173):(0.0, 1.0, 1.0)
(13.628766612273456, 4.379046204262227, 59.51797796996832):(0.0, 1.0, 1.0)
(13.036946142780781, 3.8598102687962355, 59.05092604651451):(0.0, 1.0, 1.0)
(13.470718006050587, 4.380624613547325, 59.539430960392956):(0.0, 1.0, 1.0)
(12.365265966042877, 4.013260925652087, 58.93090475486517):(0.0, 1.0, 1.0)
(13.347657814532518, 3.856188522012532, 58.9955171633482):(0.0, 1.0, 1.0)
(13.161877780357003, 4.3863172708593305, 59.61680440168381):(0.0, 1.0, 1.0)
(13.508097647756339, 3.855893725258857, 58.99100691968203):(0.0, 1.0, 1.0)
(14.229458557406067, 4.2011106970354914, 59.30576185357571):(0.0, 1.0, 1.0)
(12.998224222522975, 4.386155352642387, 59.6146032525897):(0.0, 1.0, 1.0)
(13.66380665307641, 3.854271609788388, 58.966188846313955):(0.0, 1.0, 1.0)
(12.837331487619878, 4.386932384085656, 59.62516313630343):(0.0, 1.0, 1.0)
(13.82155371595323, 3.8532552209809423, 58.9506400042057):(0.0, 1.0, 1.0)
(12.673947793480755, 4.386867558132857, 59.62428079935312):(0.0, 1.0, 1.0)
